sample_id	tissue
GTEX-11EMC-1926-SM-5A5JU	Vagina
GTEX-11EMC-2026-SM-5A5JV	Breast - Mammary Tissue
GTEX-11EMC-2226-SM-5A5JW	Esophagus - Mucosa
GTEX-11EMC-2526-SM-5PNVU	Minor Salivary Gland
GTEX-11EMC-2626-SM-59864	Muscle - Skeletal
GTEX-11EMC-2826-SM-5PNY6	Adipose - Subcutaneous
GTEX-11EMC-2926-SM-5EQ4F	Skin - Sun Exposed (Lower leg)
GTEX-11EMC-3026-SM-5EQ4R	Artery - Tibial
GTEX-11EMC-3126-SM-5EGJP	Pituitary
GTEX-11EMC-3226-SM-5EGKW	Brain - Cortex
GTEX-11EMC-3326-SM-5P9JH	Brain - Cerebellum
GTEX-11EQ8-0006-SM-5P9HJ	Whole Blood
GTEX-11EQ8-0008-SM-5Q5DJ	Cells - Cultured fibroblasts
GTEX-11EQ8-0226-SM-5EQ5G	Adipose - Subcutaneous
GTEX-11EQ8-0426-SM-5N9DP	Artery - Tibial
GTEX-11EQ8-0526-SM-5N9BC	Muscle - Skeletal
GTEX-11EQ8-0826-SM-5N9FG	Thyroid
GTEX-11EQ8-0926-SM-5H12V	Skin - Not Sun Exposed (Suprapubic)
GTEX-11EQ8-1326-SM-5EGJQ	Heart - Atrial Appendage
GTEX-11EQ8-1426-SM-5EGJR	Testis
GTEX-11EQ8-2626-SM-5N9BO	Colon - Sigmoid
GTEX-11EQ9-0002-SM-5QGQ1	Cells - EBV-transformed lymphocytes
GTEX-11EQ9-0006-SM-5LUB6	Whole Blood
GTEX-11EQ9-0008-SM-5Q5DK	Cells - Cultured fibroblasts
GTEX-11EQ9-0126-SM-5986I	Adrenal Gland
GTEX-11EQ9-0226-SM-5A5JX	Lung
GTEX-11EQ9-0426-SM-5A5JY	Spleen
GTEX-11EQ9-0526-SM-5A5JZ	Liver
GTEX-11EQ9-0626-SM-5A5K1	Thyroid
GTEX-11EQ9-0726-SM-5A5K2	Esophagus - Mucosa
GTEX-11EQ9-0826-SM-5986Y	Esophagus - Muscularis
GTEX-11EQ9-0926-SM-5HL6I	Esophagus - Gastroesophageal Junction
GTEX-11EQ9-1026-SM-5H134	Pancreas
GTEX-11EQ9-1126-SM-5987I	Adipose - Visceral (Omentum)
GTEX-11EQ9-1226-SM-5987E	Stomach
GTEX-11EQ9-1326-SM-5985X	Small Intestine - Terminal Ileum
GTEX-11EQ9-1426-SM-5987G	Colon - Transverse
GTEX-11EQ9-1526-SM-5PNY7	Colon - Sigmoid
GTEX-11EQ9-1626-SM-5PNY8	Skin - Not Sun Exposed (Suprapubic)
GTEX-11EQ9-1726-SM-5HL6U	Prostate
GTEX-11EQ9-1826-SM-5Q5AJ	Breast - Mammary Tissue
GTEX-11EQ9-1926-SM-5PNVV	Testis
GTEX-11EQ9-2026-SM-5P9JI	Minor Salivary Gland
GTEX-11EQ9-2126-SM-5PNVW	Muscle - Skeletal
GTEX-11EQ9-2226-SM-5987H	Artery - Tibial
GTEX-11EQ9-2326-SM-5HL5H	Nerve - Tibial
GTEX-11EQ9-2426-SM-5HL5T	Skin - Sun Exposed (Lower leg)
GTEX-11EQ9-2526-SM-5HL66	Adipose - Subcutaneous
GTEX-11GS4-0006-SM-5SI9M	Whole Blood
GTEX-11GS4-0008-SM-5QGRA	Cells - Cultured fibroblasts
GTEX-11GS4-0011-R1a-SM-DO129	Brain - Hippocampus
GTEX-11GS4-0011-R2a-SM-DO942	Brain - Substantia nigra
GTEX-11GS4-0226-SM-5HL77	Skin - Not Sun Exposed (Suprapubic)
GTEX-11GS4-0326-SM-5N9F7	Artery - Aorta
GTEX-11GS4-0426-SM-5N9CD	Heart - Atrial Appendage
GTEX-11GS4-0526-SM-5A5KQ	Heart - Left Ventricle
GTEX-11GS4-0626-SM-5A5LC	Artery - Coronary
GTEX-11GS4-0826-SM-5986J	Thyroid
GTEX-11GS4-1026-SM-5N9DE	Adipose - Visceral (Omentum)
GTEX-11GS4-1426-SM-5N9D2	Esophagus - Muscularis
GTEX-11GS4-1826-SM-5HL4T	Colon - Sigmoid
GTEX-11GS4-2026-SM-5N9CP	Testis
GTEX-11GS4-2126-SM-5A5KR	Breast - Mammary Tissue
GTEX-11GS4-2326-SM-5A5KS	Kidney - Cortex
GTEX-11GS4-2526-SM-5A5KT	Muscle - Skeletal
GTEX-11GS4-2626-SM-5A5LD	Adipose - Subcutaneous
GTEX-11GS4-2726-SM-5A5LE	Skin - Sun Exposed (Lower leg)
GTEX-11GS4-2826-SM-5HL56	Nerve - Tibial
GTEX-11GS4-2926-SM-5A5LF	Artery - Tibial
GTEX-11GS4-3026-SM-5A5LG	Pituitary
GTEX-11GS4-3126-SM-5A5LH	Brain - Cortex
GTEX-11GSO-0005-SM-5O9CA	Whole Blood
GTEX-11GSO-0011-R1b-SM-57WD3	Brain - Hippocampus
GTEX-11GSO-0011-R2a-SM-57WDF	Brain - Substantia nigra
GTEX-11GSO-0011-R3b-SM-57WB2	Brain - Anterior cingulate cortex (BA24)
GTEX-11GSO-0226-SM-5A5LV	Adipose - Visceral (Omentum)
GTEX-11GSO-0626-SM-5A5LW	Thyroid
GTEX-11GSO-1926-SM-5A5K3	Breast - Mammary Tissue
GTEX-11GSO-2326-SM-5A5LX	Adipose - Subcutaneous
GTEX-11GSO-2426-SM-5A5LY	Skin - Sun Exposed (Lower leg)
GTEX-11GSO-2526-SM-5PNVX	Muscle - Skeletal
GTEX-11GSO-2626-SM-5Q5AK	Nerve - Tibial
GTEX-11GSO-2826-SM-5HL6Q	Pituitary
GTEX-11GSO-2926-SM-5HL73	Brain - Cortex
GTEX-11GSO-3026-SM-5Q5AL	Brain - Cerebellum
GTEX-11GSP-0006-SM-5N9EL	Whole Blood
GTEX-11GSP-0008-SM-5Q5DM	Cells - Cultured fibroblasts
GTEX-11GSP-0011-R10a-SM-5NQ7J	Brain - Frontal Cortex (BA9)
GTEX-11GSP-0011-R11b-SM-5NQ7V	Brain - Cerebellar Hemisphere
GTEX-11GSP-0011-R1a-SM-9QEJ3	Brain - Hippocampus
GTEX-11GSP-0011-R2b-SM-9QEGE	Brain - Substantia nigra
GTEX-11GSP-0011-R3a-SM-9QEGF	Brain - Anterior cingulate cortex (BA24)
GTEX-11GSP-0011-R5a-SM-57WBE	Brain - Caudate (basal ganglia)
GTEX-11GSP-0011-R6b-SM-57WBQ	Brain - Nucleus accumbens (basal ganglia)
GTEX-11GSP-0011-R7b-SM-57WC3	Brain - Putamen (basal ganglia)
GTEX-11GSP-0011-R8b-SM-5NQ79	Brain - Hypothalamus
GTEX-11GSP-0011-R9b-SM-5NQ77	Brain - Spinal cord (cervical c-1)
GTEX-11GSP-0126-SM-5A5KU	Thyroid
GTEX-11GSP-0226-SM-5A5KV	Ovary
GTEX-11GSP-0326-SM-5A5KW	Adrenal Gland
GTEX-11GSP-0426-SM-5A5KX	Pancreas
GTEX-11GSP-0626-SM-5986T	Liver
GTEX-11GSP-0726-SM-5986L	Lung
GTEX-11GSP-0926-SM-9WYSG	Breast - Mammary Tissue
GTEX-11GSP-1026-SM-9WYSH	Adipose - Visceral (Omentum)
GTEX-11GSP-1126-SM-5A5LM	Artery - Aorta
GTEX-11GSP-1226-SM-5985M	Heart - Atrial Appendage
GTEX-11GSP-1326-SM-5A5KY	Heart - Left Ventricle
GTEX-11GSP-1626-SM-5986N	Colon - Transverse
GTEX-11GSP-1726-SM-5A5LI	Esophagus - Muscularis
GTEX-11GSP-1826-SM-5N9DQ	Esophagus - Mucosa
GTEX-11GSP-2126-SM-5HL5E	Stomach
GTEX-11GSP-2226-SM-5HL5Q	Vagina
GTEX-11GSP-2326-SM-5HL63	Skin - Not Sun Exposed (Suprapubic)
GTEX-11GSP-2426-SM-5N9BD	Uterus
GTEX-11GSP-2526-SM-5N9BP	Skin - Sun Exposed (Lower leg)
GTEX-11GSP-2726-SM-5A5LJ	Muscle - Skeletal
GTEX-11GSP-2826-SM-5A5LK	Nerve - Tibial
GTEX-11GSP-2926-SM-5N9C2	Artery - Tibial
GTEX-11GSP-3026-SM-5N9CE	Pituitary
GTEX-11GSP-3126-SM-5A5LL	Brain - Cerebellum
GTEX-11GSP-3226-SM-5986O	Brain - Cortex
GTEX-11H98-0008-SM-5QGR8	Cells - Cultured fibroblasts
GTEX-11H98-0011-R10b-SM-5NQ98	Brain - Frontal Cortex (BA9)
GTEX-11H98-0011-R11b-SM-5NQ6U	Brain - Cerebellar Hemisphere
GTEX-11H98-0011-R5b-SM-57WCF	Brain - Caudate (basal ganglia)
GTEX-11H98-0011-R8a-SM-5NQ8V	Brain - Hypothalamus
GTEX-11H98-0126-SM-5EGHG	Skin - Sun Exposed (Lower leg)
GTEX-11H98-0226-SM-5NQ89	Adipose - Subcutaneous
GTEX-11H98-0326-SM-5HL4S	Muscle - Skeletal
GTEX-11H98-0426-SM-5HL55	Nerve - Tibial
GTEX-11I78-0001-SM-5Q5BE	Cells - EBV-transformed lymphocytes
GTEX-11I78-0005-SM-5N9GB	Whole Blood
GTEX-11I78-0008-SM-5Q5DI	Cells - Cultured fibroblasts
GTEX-11I78-0126-SM-5HL6F	Lung
GTEX-11I78-0226-SM-5HL6R	Adipose - Visceral (Omentum)
GTEX-11I78-0526-SM-5986A	Thyroid
GTEX-11I78-0626-SM-5A5LZ	Pancreas
GTEX-11I78-0726-SM-5A5M1	Artery - Aorta
GTEX-11I78-0826-SM-5A5K4	Heart - Left Ventricle
GTEX-11I78-1026-SM-5HL74	Artery - Coronary
GTEX-11I78-1126-SM-5A5K5	Small Intestine - Terminal Ileum
GTEX-11I78-1226-SM-5A5K6	Colon - Transverse
GTEX-11I78-1326-SM-5PNY9	Colon - Sigmoid
GTEX-11I78-1426-SM-5PNVY	Esophagus - Muscularis
GTEX-11I78-1526-SM-5A5K7	Esophagus - Mucosa
GTEX-11I78-1726-SM-5A5M3	Stomach
GTEX-11I78-1826-SM-5A5M4	Adrenal Gland
GTEX-11I78-1926-SM-59878	Ovary
GTEX-11I78-2026-SM-5987C	Vagina
GTEX-11I78-2126-SM-5A5K8	Uterus
GTEX-11I78-2226-SM-5PNYA	Breast - Mammary Tissue
GTEX-11I78-2326-SM-5Q5AH	Artery - Tibial
GTEX-11I78-2426-SM-5A5K9	Muscle - Skeletal
GTEX-11I78-2626-SM-5Q5AI	Adipose - Subcutaneous
GTEX-11LCK-0005-SM-5O98U	Whole Blood
GTEX-11LCK-0008-SM-5Q5BB	Cells - Cultured fibroblasts
GTEX-11LCK-0126-SM-5A5M5	Spleen
GTEX-11LCK-0226-SM-5A5M6	Pancreas
GTEX-11LCK-0326-SM-5A5M7	Adipose - Visceral (Omentum)
GTEX-11LCK-0426-SM-5A5M8	Lung
GTEX-11LCK-0526-SM-5A5M9	Thyroid
GTEX-11LCK-0726-SM-5PNYC	Artery - Aorta
GTEX-11LCK-0826-SM-5PNYD	Heart - Atrial Appendage
GTEX-11LCK-0926-SM-5A5KA	Heart - Left Ventricle
GTEX-11LCK-1026-SM-5A5KB	Skin - Sun Exposed (Lower leg)
GTEX-11LCK-1126-SM-5A5KC	Adipose - Subcutaneous
GTEX-11LCK-1226-SM-5Q5AM	Muscle - Skeletal
GTEX-11LCK-1326-SM-5Q5AN	Nerve - Tibial
GTEX-11LCK-1426-SM-5HL5R	Artery - Tibial
GTEX-11LCK-1526-SM-5HL64	Esophagus - Gastroesophageal Junction
GTEX-11LCK-1626-SM-5PNYB	Esophagus - Muscularis
GTEX-11LCK-1726-SM-5S2OQ	Esophagus - Mucosa
GTEX-11LCK-1926-SM-5A5KE	Small Intestine - Terminal Ileum
GTEX-11LCK-2026-SM-5A5MA	Colon - Transverse
GTEX-11LCK-2226-SM-5HL4Q	Skin - Not Sun Exposed (Suprapubic)
GTEX-11LCK-2326-SM-5HL53	Testis
GTEX-11LCK-2426-SM-5HL5F	Breast - Mammary Tissue
GTEX-11NSD-0008-SM-5Q5BC	Cells - Cultured fibroblasts
GTEX-11NSD-0126-SM-5987F	Thyroid
GTEX-11NSD-0226-SM-5A5LR	Adrenal Gland
GTEX-11NSD-0326-SM-5A5LS	Lung
GTEX-11NSD-0426-SM-5N9CR	Spleen
GTEX-11NSD-0526-SM-5A5LT	Pancreas
GTEX-11NSD-0626-SM-5A5LU	Skin - Not Sun Exposed (Suprapubic)
GTEX-11NSD-0826-SM-5986S	Prostate
GTEX-11NSD-0926-SM-5N9DR	Breast - Mammary Tissue
GTEX-11NSD-1026-SM-5N9BE	Testis
GTEX-11NSD-1126-SM-5N9BQ	Esophagus - Mucosa
GTEX-11NSD-1226-SM-5986Q	Esophagus - Muscularis
GTEX-11NSD-1426-SM-5HL67	Stomach
GTEX-11NSD-1626-SM-5986U	Colon - Transverse
GTEX-11NSD-1726-SM-5N9C3	Small Intestine - Terminal Ileum
GTEX-11NSD-1826-SM-5N9CF	Nerve - Tibial
GTEX-11NSD-2026-SM-5HL5U	Muscle - Skeletal
GTEX-11NSD-2226-SM-5986V	Skin - Sun Exposed (Lower leg)
GTEX-11NUK-0005-SM-5MR5F	Whole Blood
GTEX-11NUK-0008-SM-5Q5B9	Cells - Cultured fibroblasts
GTEX-11NUK-0011-R4a-SM-DO12B	Brain - Amygdala
GTEX-11NUK-0011-R5a-SM-DO93N	Brain - Caudate (basal ganglia)
GTEX-11NUK-0011-R6a-SM-DO93O	Brain - Nucleus accumbens (basal ganglia)
GTEX-11NUK-0011-R7a-SM-DO93P	Brain - Putamen (basal ganglia)
GTEX-11NUK-0126-SM-5A5L3	Skin - Sun Exposed (Lower leg)
GTEX-11NUK-0226-SM-5A5L4	Muscle - Skeletal
GTEX-11NUK-0326-SM-5HL5K	Adipose - Subcutaneous
GTEX-11NUK-0426-SM-5HL5V	Nerve - Tibial
GTEX-11NUK-0526-SM-5A5L5	Artery - Tibial
GTEX-11NUK-0726-SM-5A5ME	Artery - Aorta
GTEX-11NUK-0826-SM-5HL4U	Lung
GTEX-11NUK-0926-SM-5HL57	Heart - Atrial Appendage
GTEX-11NUK-1026-SM-5HL5J	Thyroid
GTEX-11NUK-1226-SM-5P9GM	Liver
GTEX-11NUK-1326-SM-5P9GN	Esophagus - Mucosa
GTEX-11NUK-1426-SM-5HL68	Esophagus - Muscularis
GTEX-11NUK-1726-SM-5A5L2	Esophagus - Gastroesophageal Junction
GTEX-11NUK-2026-SM-5PNVZ	Adipose - Visceral (Omentum)
GTEX-11NUK-2426-SM-5BC4U	Stomach
GTEX-11NUK-2626-SM-5A5MB	Testis
GTEX-11NUK-2726-SM-5A5MC	Skin - Not Sun Exposed (Suprapubic)
GTEX-11NUK-2926-SM-5A5MD	Brain - Cortex
GTEX-11NUK-3026-SM-5986K	Brain - Cerebellum
GTEX-11NUK-3126-SM-5986M	Pituitary
GTEX-11NV4-0005-SM-5N9EX	Whole Blood
GTEX-11NV4-0008-SM-5Q5BA	Cells - Cultured fibroblasts
GTEX-11NV4-0011-R5a-SM-5NQ88	Brain - Caudate (basal ganglia)
GTEX-11NV4-0011-R6a-SM-57WD5	Brain - Nucleus accumbens (basal ganglia)
GTEX-11NV4-0011-R7a-SM-57WDH	Brain - Putamen (basal ganglia)
GTEX-11NV4-0326-SM-5HL58	Muscle - Skeletal
GTEX-11NV4-0526-SM-5N9BF	Artery - Tibial
GTEX-11NV4-0626-SM-5N9BR	Thyroid
GTEX-11NV4-0826-SM-5BC4S	Heart - Atrial Appendage
GTEX-11NV4-1126-SM-5HL6J	Lung
GTEX-11NV4-1326-SM-5HL6V	Liver
GTEX-11NV4-1426-SM-5BC4W	Adipose - Visceral (Omentum)
GTEX-11NV4-1726-SM-5N9FC	Testis
GTEX-11NV4-1926-SM-5N9D4	Minor Salivary Gland
GTEX-11NV4-2026-SM-5N9DG	Breast - Mammary Tissue
GTEX-11NV4-2126-SM-5N9DS	Brain - Cortex
GTEX-11NV4-2226-SM-5BC4T	Brain - Cerebellum
GTEX-11NV4-2326-SM-5BC4X	Pituitary
GTEX-11O72-0006-SM-5O9DB	Whole Blood
GTEX-11O72-0008-SM-5Q5DN	Cells - Cultured fibroblasts
GTEX-11O72-0011-R5a-SM-DO922	Brain - Caudate (basal ganglia)
GTEX-11O72-0011-R6a-SM-DNZZQ	Brain - Nucleus accumbens (basal ganglia)
GTEX-11O72-0126-SM-59887	Skin - Sun Exposed (Lower leg)
GTEX-11O72-0226-SM-59869	Adipose - Subcutaneous
GTEX-11O72-0326-SM-5986D	Muscle - Skeletal
GTEX-11O72-0426-SM-5BC5B	Artery - Tibial
GTEX-11O72-0526-SM-5Q5AO	Nerve - Tibial
GTEX-11O72-0626-SM-5PNYE	Skin - Not Sun Exposed (Suprapubic)
GTEX-11O72-0726-SM-5P9GO	Testis
GTEX-11O72-1026-SM-5986B	Heart - Atrial Appendage
GTEX-11O72-1126-SM-5N9E2	Heart - Left Ventricle
GTEX-11O72-1326-SM-5BC5A	Lung
GTEX-11O72-1926-SM-5PNW1	Esophagus - Muscularis
GTEX-11O72-2026-SM-5N9G8	Esophagus - Gastroesophageal Junction
GTEX-11O72-2126-SM-5N9FO	Breast - Mammary Tissue
GTEX-11O72-2226-SM-5PNW2	Colon - Transverse
GTEX-11O72-2326-SM-5BC7H	Thyroid
GTEX-11O72-2726-SM-5HL6K	Prostate
GTEX-11O72-2826-SM-5HL6W	Brain - Cerebellum
GTEX-11O72-2926-SM-5BC4V	Brain - Cortex
GTEX-11O72-3026-SM-5986R	Pituitary
GTEX-11OC5-0004-SM-5S2O6	Cells - EBV-transformed lymphocytes
GTEX-11OC5-0006-SM-5N9FA	Whole Blood
GTEX-11OC5-0008-SM-5S2OH	Cells - Cultured fibroblasts
GTEX-11OC5-0126-SM-5HL6A	Skin - Sun Exposed (Lower leg)
GTEX-11OC5-0326-SM-5PNW5	Muscle - Skeletal
GTEX-11OC5-0426-SM-5Q5AR	Artery - Tibial
GTEX-11OC5-0526-SM-5N9EE	Nerve - Tibial
GTEX-11OC5-0626-SM-5HL6M	Brain - Cerebellum
GTEX-11OC5-0726-SM-5P9JK	Brain - Cortex
GTEX-11OF3-0006-SM-5O9CM	Whole Blood
GTEX-11OF3-0008-SM-5S2NH	Cells - Cultured fibroblasts
GTEX-11OF3-0011-R11a-SM-57WCR	Brain - Cerebellar Hemisphere
GTEX-11OF3-0011-R5a-SM-57WB4	Brain - Caudate (basal ganglia)
GTEX-11OF3-0011-R6b-SM-57WBG	Brain - Nucleus accumbens (basal ganglia)
GTEX-11OF3-0011-R7a-SM-57WCG	Brain - Putamen (basal ganglia)
GTEX-11OF3-0011-R8b-SM-57WCS	Brain - Hypothalamus
GTEX-11OF3-0126-SM-5PNYF	Skin - Not Sun Exposed (Suprapubic)
GTEX-11OF3-0626-SM-5BC4Y	Thyroid
GTEX-11OF3-0726-SM-5BC4Z	Liver
GTEX-11OF3-0826-SM-5BC51	Adipose - Visceral (Omentum)
GTEX-11OF3-1126-SM-5986C	Lung
GTEX-11OF3-1326-SM-5N9FJ	Kidney - Cortex
GTEX-11OF3-1726-SM-5GU5Q	Prostate
GTEX-11OF3-1826-SM-5987N	Testis
GTEX-11OF3-1926-SM-59889	Breast - Mammary Tissue
GTEX-11OF3-2226-SM-5986F	Esophagus - Muscularis
GTEX-11OF3-2326-SM-5GU73	Esophagus - Gastroesophageal Junction
GTEX-11OF3-2426-SM-5Q5AS	Adipose - Subcutaneous
GTEX-11OF3-2526-SM-5P9JL	Muscle - Skeletal
GTEX-11OF3-2626-SM-5GU7F	Skin - Sun Exposed (Lower leg)
GTEX-11OF3-2926-SM-5HL78	Brain - Cortex
GTEX-11OF3-3026-SM-5GU52	Pituitary
GTEX-11ONC-0005-SM-5O9CY	Whole Blood
GTEX-11ONC-0008-SM-5S2MG	Cells - Cultured fibroblasts
GTEX-11ONC-0011-R1a-SM-57WD4	Brain - Hippocampus
GTEX-11ONC-0011-R4b-SM-DO93H	Brain - Amygdala
GTEX-11ONC-0011-R5b-SM-DO93I	Brain - Caudate (basal ganglia)
GTEX-11ONC-0011-R6a-SM-DO12A	Brain - Nucleus accumbens (basal ganglia)
GTEX-11ONC-0011-R7b-SM-DO93J	Brain - Putamen (basal ganglia)
GTEX-11ONC-0011-R8b-SM-5NQ87	Brain - Hypothalamus
GTEX-11ONC-0011-R9b-SM-5NQ8J	Brain - Spinal cord (cervical c-1)
GTEX-11ONC-0126-SM-5PNW6	Heart - Left Ventricle
GTEX-11ONC-0526-SM-5BC57	Pancreas
GTEX-11ONC-0926-SM-5BC5E	Artery - Aorta
GTEX-11ONC-1026-SM-5GU64	Heart - Atrial Appendage
GTEX-11ONC-1126-SM-5GU6G	Artery - Coronary
GTEX-11ONC-1426-SM-5N9F4	Esophagus - Muscularis
GTEX-11ONC-1526-SM-5GU6S	Esophagus - Mucosa
GTEX-11ONC-1926-SM-5GU75	Colon - Sigmoid
GTEX-11ONC-2026-SM-5HL61	Colon - Transverse
GTEX-11ONC-2126-SM-5HL6E	Breast - Mammary Tissue
GTEX-11ONC-2226-SM-5HL6D	Testis
GTEX-11ONC-2326-SM-5HL6P	Nerve - Tibial
GTEX-11ONC-2426-SM-5GU7H	Muscle - Skeletal
GTEX-11ONC-2526-SM-5986W	Adipose - Subcutaneous
GTEX-11ONC-2726-SM-5N9DZ	Artery - Tibial
GTEX-11ONC-2826-SM-5P9GQ	Pituitary
GTEX-11ONC-2926-SM-5P9JM	Brain - Cortex
GTEX-11ONC-3026-SM-5985W	Brain - Cerebellum
GTEX-11P7K-0003-SM-5S2OU	Cells - EBV-transformed lymphocytes
GTEX-11P7K-0006-SM-5N9FM	Whole Blood
GTEX-11P7K-0008-SM-5S2O5	Cells - Cultured fibroblasts
GTEX-11P7K-0126-SM-5986E	Adrenal Gland
GTEX-11P7K-0226-SM-5986Z	Thyroid
GTEX-11P7K-0326-SM-59871	Lung
GTEX-11P7K-0426-SM-5BC5H	Spleen
GTEX-11P7K-0526-SM-5BC5I	Pancreas
GTEX-11P7K-0626-SM-5985Z	Prostate
GTEX-11P7K-0726-SM-5EGKX	Breast - Mammary Tissue
GTEX-11P7K-0826-SM-5BC5F	Adipose - Visceral (Omentum)
GTEX-11P7K-1026-SM-5HL6Y	Testis
GTEX-11P7K-1126-SM-5HL4L	Skin - Not Sun Exposed (Suprapubic)
GTEX-11P7K-1226-SM-5HL4X	Esophagus - Muscularis
GTEX-11P7K-1326-SM-5BC5G	Esophagus - Mucosa
GTEX-11P7K-1426-SM-5EGKY	Esophagus - Gastroesophageal Junction
GTEX-11P7K-1526-SM-5EGI7	Colon - Transverse
GTEX-11P7K-1626-SM-5GU63	Small Intestine - Terminal Ileum
GTEX-11P7K-1726-SM-5GU6F	Stomach
GTEX-11P7K-1826-SM-5HL5A	Colon - Sigmoid
GTEX-11P7K-1926-SM-5GU6R	Muscle - Skeletal
GTEX-11P7K-2026-SM-5GU74	Adipose - Subcutaneous
GTEX-11P7K-2126-SM-5GU7G	Skin - Sun Exposed (Lower leg)
GTEX-11P7K-2226-SM-5GU56	Nerve - Tibial
GTEX-11P7K-2326-SM-5EGKZ	Artery - Tibial
GTEX-11P81-0006-SM-5NQ7A	Whole Blood
GTEX-11P81-0008-SM-5S2OT	Cells - Cultured fibroblasts
GTEX-11P81-0126-SM-5HL5Y	Thyroid
GTEX-11P81-0226-SM-5HL5M	Lung
GTEX-11P81-0326-SM-5HL6B	Artery - Aorta
GTEX-11P81-0526-SM-59873	Heart - Atrial Appendage
GTEX-11P81-0726-SM-5PNYH	Adipose - Visceral (Omentum)
GTEX-11P81-0826-SM-5P9GR	Esophagus - Mucosa
GTEX-11P81-0926-SM-59874	Esophagus - Muscularis
GTEX-11P81-1026-SM-5GU54	Esophagus - Gastroesophageal Junction
GTEX-11P81-1126-SM-5GU5G	Colon - Transverse
GTEX-11P81-1326-SM-5GU5S	Spleen
GTEX-11P81-1426-SM-5P9JN	Colon - Sigmoid
GTEX-11P81-1526-SM-5P9GS	Ovary
GTEX-11P81-1626-SM-5BC52	Uterus
GTEX-11P81-1926-SM-5BC53	Breast - Mammary Tissue
GTEX-11P81-2026-SM-5P9GT	Minor Salivary Gland
GTEX-11P81-2126-SM-5HL6N	Vagina
GTEX-11P81-2226-SM-5PNYI	Skin - Not Sun Exposed (Suprapubic)
GTEX-11P81-2326-SM-59875	Skin - Sun Exposed (Lower leg)
GTEX-11P81-2426-SM-5GU65	Adipose - Subcutaneous
GTEX-11P81-2526-SM-5GU6H	Muscle - Skeletal
GTEX-11P81-2626-SM-5GU6T	Nerve - Tibial
GTEX-11P81-2726-SM-59876	Artery - Tibial
GTEX-11P82-0006-SM-5N9FY	Whole Blood
GTEX-11P82-0008-SM-5S2MS	Cells - Cultured fibroblasts
GTEX-11P82-0126-SM-5HL72	Artery - Aorta
GTEX-11P82-0226-SM-5HL4O	Thyroid
GTEX-11P82-0326-SM-5HL51	Adipose - Visceral (Omentum)
GTEX-11P82-0426-SM-5HL5D	Esophagus - Gastroesophageal Junction
GTEX-11P82-0526-SM-5986P	Esophagus - Mucosa
GTEX-11P82-0626-SM-5PNYK	Esophagus - Muscularis
GTEX-11P82-0726-SM-5PNYL	Stomach
GTEX-11P82-0826-SM-5P9GU	Small Intestine - Terminal Ileum
GTEX-11P82-0926-SM-5986X	Minor Salivary Gland
GTEX-11P82-1026-SM-5BC5J	Colon - Transverse
GTEX-11P82-1126-SM-5BC5K	Prostate
GTEX-11P82-1326-SM-5HL62	Breast - Mammary Tissue
GTEX-11P82-1426-SM-DTXFY	Skin - Not Sun Exposed (Suprapubic)
GTEX-11P82-1526-SM-5BC5M	Testis
GTEX-11P82-1626-SM-59879	Skin - Sun Exposed (Lower leg)
GTEX-11P82-1726-SM-5Q5AT	Adipose - Subcutaneous
GTEX-11P82-1826-SM-5PNYJ	Muscle - Skeletal
GTEX-11P82-1926-SM-5Q5AU	Nerve - Tibial
GTEX-11PRG-0005-SM-5NQ6X	Whole Blood
GTEX-11PRG-0008-SM-5S2N5	Cells - Cultured fibroblasts
GTEX-11PRG-0011-R10b-SM-DO93G	Brain - Frontal Cortex (BA9)
GTEX-11PRG-0011-R11b-SM-DNZZY	Brain - Cerebellar Hemisphere
GTEX-11PRG-0011-R2a-SM-69LQ5	Brain - Substantia nigra
GTEX-11PRG-0011-R4a-SM-DNZZR	Brain - Amygdala
GTEX-11PRG-0011-R5b-SM-DNZZS	Brain - Caudate (basal ganglia)
GTEX-11PRG-0011-R6b-SM-DO923	Brain - Nucleus accumbens (basal ganglia)
GTEX-11PRG-0011-R7a-SM-DNZZT	Brain - Putamen (basal ganglia)
GTEX-11PRG-0126-SM-5BC55	Nerve - Tibial
GTEX-11PRG-0326-SM-5GU53	Muscle - Skeletal
GTEX-11PRG-0626-SM-5BC56	Adipose - Subcutaneous
GTEX-11PRG-0726-SM-5EGL1	Skin - Not Sun Exposed (Suprapubic)
GTEX-11PRG-0826-SM-5EQ6A	Breast - Mammary Tissue
GTEX-11PRG-0926-SM-5EGI8	Lung
GTEX-11PRG-1526-SM-5HL6Z	Adipose - Visceral (Omentum)
GTEX-11PRG-2026-SM-5GU5F	Colon - Sigmoid
GTEX-11PRG-2826-SM-5BC54	Brain - Cerebellum
GTEX-11PRG-2926-SM-5987A	Brain - Cortex
GTEX-11TT1-0004-SM-5S2NT	Cells - EBV-transformed lymphocytes
GTEX-11TT1-0005-SM-5NQ8Y	Whole Blood
GTEX-11TT1-0008-SM-5S2P8	Cells - Cultured fibroblasts
GTEX-11TT1-0126-SM-5LUAA	Adrenal Gland
GTEX-11TT1-0326-SM-5LUAY	Pancreas
GTEX-11TT1-0426-SM-5EGI9	Esophagus - Muscularis
GTEX-11TT1-0526-SM-5P9JO	Esophagus - Mucosa
GTEX-11TT1-0626-SM-5GU4X	Esophagus - Gastroesophageal Junction
